Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,ID
Paul Noel,1948,1952,F,6’4,185,"August 17, 1924",Kentucky,"Paul NoelAugust 17, 1924"
Paul Nolen,1954,1954,C,6’10,,"September 3, 1929",Texas Tech,"Paul NolenSeptember 3, 1929"
Paul Pierce,1999,2017,F-G,6’7,235,"October 13, 1977",Kansas,"Paul Pierce*October 13, 1977"
Paul Pressey,1983,1993,G-F,6’5,185,"December 24, 1958",Tulsa,"Paul PresseyDecember 24, 1958"
Paul Reed,2021,2022,F,6’9,210,June 14 1999,DePaul,Paul ReedJune 14 1999
Paul Ruffner,1971,1976,C-F,6’10,225,"October 15, 1948",BYU,"Paul RuffnerOctober 15, 1948"
Paul Scranton,1968,1968,F,6’5,230,"April 30, 1944",Cal Poly Pomona,"Paul ScrantonApril 30, 1944"
Paul Seymour,1948,1960,G-F,6’1,180,"January 30, 1928",Toledo,"Paul SeymourJanuary 30, 1928"
Paul Shirley,2003,2005,F-C,6’10,230,"December 23, 1977",Iowa State,"Paul ShirleyDecember 23, 1977"
Paul Silas,1965,1980,F-C,6’7,220,July 12 1943,Creighton,Paul SilasJuly 12 1943
Paul Stovall,1973,1974,F,6’4,215,"August 16, 1948",Arizona State,"Paul StovallAugust 16, 1948"
Paul Thompson,1984,1986,G-F,6’6,210,"May 25, 1961",Tulane,"Paul ThompsonMay 25, 1961"
Paul Walther,1950,1955,G-F,6’2,160,"March 23, 1927",Tennessee,"Paul WaltherMarch 23, 1927"
Paul Watson,2020,2022,G,6’6,210,"December 30, 1994",Fresno State,"Paul WatsonDecember 30, 1994"
Paul Westphal,1973,1984,G,6’4,195,"November 30, 1950",USC,"Paul Westphal*November 30, 1950"
Paul Zipser,2017,2018,G-F,6’8,215,"February 18, 1994",,"Paul ZipserFebruary 18, 1994"
Pavel Podkolzin,2005,2006,C,7’5,260,"January 15, 1985",,"Pavel PodkolzinJanuary 15, 1985"
Payton Pritchard,2021,2022,G,6’1,195,"January 28, 1998",Oregon,"Payton PritchardJanuary 28, 1998"
Pearl Washington,1987,1989,G,6’2,190,"January 6, 1964",Syracuse,"Pearl WashingtonJanuary 6, 1964"
Peja Stojakovi?,1999,2011,F,6’10,229,June 9 1977,,Peja Stojakovi?June 9 1977
Penny Early,1969,1969,G,5’3,114,"May 30, 1943",,"Penny EarlyMay 30, 1943"
Pep Saul,1950,1955,G-F,6’2,185,"February 16, 1924",Seton Hall,"Pep SaulFebruary 16, 1924"
Pepe Sánchez,2001,2003,G,6’4,195,"May 8, 1977",Temple,"Pepe SánchezMay 8, 1977"
Pero Anti?,2014,2015,C-F,6’11,260,July 29 1982,,Pero Anti?July 29 1982
Perry Jones,2013,2015,F,6’11,235,"September 24, 1991",Baylor,"Perry JonesSeptember 24, 1991"
Perry Moss,1986,1987,G,6’2,185,"November 11, 1958",Northeastern University,"Perry MossNovember 11, 1958"
Perry Warbington,1975,1975,G,6’2,165,"September 7, 1952",Georgia Southern University,"Perry WarbingtonSeptember 7, 1952"
Perry Young,1987,1987,G,6’5,210,"August 4, 1963",Virginia Tech,"Perry YoungAugust 4, 1963"
Pervis Ellison,1990,2001,F-C,6’9,210,"April 3, 1967",Louisville,"Pervis EllisonApril 3, 1967"
Pete Brennan,1959,1959,F,6’6,205,September 23 1936,UNC,Pete BrennanSeptember 23 1936
Pete Chilcutt,1992,2000,F-C,6’10,230,September 14 1968,UNC,Pete ChilcuttSeptember 14 1968
Pete Cross,1971,1973,C-F,6’9,230,"March 28, 1948",San Francisco,"Pete CrossMarch 28, 1948"
Pete Darcey,1953,1953,C,6’7,217,"March 3, 1930",Oklahoma State,"Pete DarceyMarch 3, 1930"
Pete Lalich,1947,1947,F,6’2,190,June 23 1920,Ohio University,Pete LalichJune 23 1920
Pete Maravich,1971,1980,G,6’5,197,June 22 1947,LSU,Pete Maravich*June 22 1947
Pete Myers,1987,1998,G-F,6’6,180,September 15 1963,Little Rock,Pete MyersSeptember 15 1963
Pete Smith,1973,1973,F,6’6,205,,Valdosta State University,Pete Smith
Pete Verhoeven,1982,1987,F,6’9,215,"February 15, 1959",Fresno State,"Pete VerhoevenFebruary 15, 1959"
Pete Williams,1986,1987,F,6’7,190,"March 10, 1965",Arizona,"Pete WilliamsMarch 10, 1965"
Peter Aluma,1999,1999,C,6’10,260,"April 23, 1973",Liberty,"Peter AlumaApril 23, 1973"
Peter John Ramos,2005,2005,C,7’3,275,"May 13, 1985",,"Peter John RamosMay 13, 1985"
Peter Thibeaux,1985,1986,F,6’7,210,"October 3, 1961",Saint Mary's,"Peter ThibeauxOctober 3, 1961"
Petey Rosenberg,1947,1947,G,5’10,165,"April 7, 1918",Saint Joseph's,"Petey RosenbergApril 7, 1918"
Petr Cornelie,2022,2022,F,6’11,220,July 26 1995,,Petr CornelieJuly 26 1995
Pétur Guðmundsson,1982,1989,C,7’2,260,"October 30, 1958",Washington,"Pétur GuðmundssonOctober 30, 1958"
Peyton Siva,2014,2014,G,6’0,185,"October 24, 1990",Louisville,"Peyton SivaOctober 24, 1990"
Phil Bond,1978,1978,G,6’2,175,July 27 1954,Louisville,Phil BondJuly 27 1954
Phil Chenier,1972,1981,G,6’3,180,"October 30, 1950",California,"Phil ChenierOctober 30, 1950"
Phil Hankinson,1974,1975,F,6’8,195,July 26 1951,Penn,Phil HankinsonJuly 26 1951
Phil Hicks,1977,1979,F,6’7,205,"January 31, 1953",Tulane,"Phil HicksJanuary 31, 1953"
Phil Hubbard,1980,1989,F-C,6’8,215,"December 13, 1956",Michigan,"Phil HubbardDecember 13, 1956"
Phil Jackson,1968,1980,F-C,6’8,220,September 17 1945,University of North Dakota,Phil Jackson*September 17 1945
Phil Jordon,1957,1963,C-F,6’10,205,September 12 1933,Whitworth,Phil JordonSeptember 12 1933
Phil Lumpkin,1975,1976,G,6’0,165,"December 20, 1951",Miami University,"Phil LumpkinDecember 20, 1951"
Phil Martin,1955,1955,G,6’3,190,"April 2, 1928",Toledo,"Phil MartinApril 2, 1928"
Phil Pressey,2014,2016,G,5’11,175,"February 17, 1991",Missouri,"Phil PresseyFebruary 17, 1991"
Phil Rollins,1959,1961,G,6’2,185,"January 19, 1934",Louisville,"Phil RollinsJanuary 19, 1934"
Phil Sellers,1977,1977,F-G,6’4,195,"November 20, 1953",Rutgers University,"Phil SellersNovember 20, 1953"
Phil Smith,1975,1983,G,6’4,185,"April 22, 1952",San Francisco,"Phil SmithApril 22, 1952"
Phil Walker,1978,1978,G,6’3,180,"March 20, 1956",Millersville,"Phil WalkerMarch 20, 1956"
Phil Zevenbergen,1988,1988,C,6’10,230,"April 13, 1964",Seattle Pacific University Washington,"Phil ZevenbergenApril 13, 1964"
Phillip Wagner,1969,1969,G,6’2,190,"December 18, 1945",Georgia Tech,"Phillip WagnerDecember 18, 1945"
Pickles Kennedy,1961,1961,G,5’11,180,"May 17, 1938",Temple,"Pickles KennedyMay 17, 1938"
Pierre Jackson,2017,2017,G,5’10,180,"August 29, 1991",Baylor,"Pierre JacksonAugust 29, 1991"
Pierre Russell,1972,1973,F-G,6’4,190,"December 13, 1949",Kansas,"Pierre RussellDecember 13, 1949"
PJ Dozier,2018,2022,G,6’6,205,"October 25, 1996",South Carolina,"PJ DozierOctober 25, 1996"
Plummer Lott,1968,1969,F-G,6’5,210,"December 11, 1945",Seattle University,"Plummer LottDecember 11, 1945"
Pooh Richardson,1990,1999,G,6’1,180,"May 14, 1966",UCLA,"Pooh RichardsonMay 14, 1966"
Pop Goodwin,1947,1948,F-C,6’2,203,"December 22, 1920",,"Pop GoodwinDecember 22, 1920"
Popeye Jones,1994,2004,F,6’8,250,June 17 1970,Murray State,Popeye JonesJune 17 1970
Pops Mensah-Bonsu,2007,2011,F,6’9,240,"September 7, 1983",George Washington,"Pops Mensah-BonsuSeptember 7, 1983"
Porter Meriwether,1963,1963,G,6’2,180,"March 16, 1940",Tennessee State,"Porter MeriwetherMarch 16, 1940"
Precious Achiuwa,2021,2022,F,6’8,225,September 19 1999,Memphis,Precious AchiuwaSeptember 19 1999
Predrag Drobnjak,2002,2005,C,6’11,270,"October 27, 1975",,"Predrag DrobnjakOctober 27, 1975"
Predrag Savovi?,2003,2003,G,6’6,225,"May 21, 1976",UAB Hawaii,"Predrag Savovi?May 21, 1976"
Press Maravich,1947,1947,G,6’0,185,"August 29, 1915",Davis & Elkins College,"Press MaravichAugust 29, 1915"
Price Brookfield,1949,1950,F-G,6’4,185,"May 11, 1920",West Texas A&M University,"Price BrookfieldMay 11, 1920"
Priest Lauderdale,1997,1998,C,7’4,325,"August 31, 1973",Central State University,"Priest LauderdaleAugust 31, 1973"
Primož Brezec,2002,2010,C,7’2,252,"October 2, 1979",,"Primož BrezecOctober 2, 1979"
Purvis Short,1979,1990,F-G,6’7,210,July 2 1957,Jackson State University,Purvis ShortJuly 2 1957
Quentin Grimes,2022,2022,G,6’5,205,"May 8, 2000",Kansas Houston,"Quentin GrimesMay 8, 2000"
Quentin Richardson,2001,2013,G,6’6,223,"April 13, 1980",DePaul,"Quentin RichardsonApril 13, 1980"
Quincy Acy,2013,2019,F-C,6’7,240,"October 6, 1990",Baylor,"Quincy AcyOctober 6, 1990"
Quincy Douby,2007,2009,G,6’3,175,"May 16, 1984",Rutgers University,"Quincy DoubyMay 16, 1984"
Quincy Lewis,2000,2004,F,6’7,215,June 26 1977,Minnesota,Quincy LewisJune 26 1977
Quincy Miller,2013,2015,F,6’9,210,"November 18, 1992",Baylor,"Quincy MillerNovember 18, 1992"
Quincy Pondexter,2011,2019,G-F,6’7,230,"March 10, 1988",Washington,"Quincy PondexterMarch 10, 1988"
Quinn Buckner,1977,1986,G,6’3,190,"August 20, 1954",Indiana,"Quinn BucknerAugust 20, 1954"
Quinn Cook,2017,2021,G,6’1,180,"March 23, 1993",Duke,"Quinn CookMarch 23, 1993"
Quinndary Weatherspoon,2020,2022,G,6’3,205,September 10 1996,Mississippi State,Quinndary WeatherspoonSeptember 10 1996
Quintin Dailey,1983,1992,G,6’3,180,"January 22, 1961",San Francisco,"Quintin DaileyJanuary 22, 1961"
Quinton Ross,2005,2011,G,6’6,195,"April 30, 1981",SMU,"Quinton RossApril 30, 1981"
Qyntel Woods,2003,2006,F,6’8,221,"February 16, 1981",Northeast Mississippi Community College,"Qyntel WoodsFebruary 16, 1981"
R.B. Lynam,1968,1968,G,6’1,190,,Oklahoma Baptist University,R.B. Lynam
R.J. Hampton,2021,2022,G,6’4,175,"February 7, 2001",,"R.J. HamptonFebruary 7, 2001"
R.J. Hunter,2016,2019,G,6’5,185,"October 24, 1993",Georgia State University,"R.J. HunterOctober 24, 1993"
Radisav ?ur?i?,1993,1993,C,6’10,275,"September 26, 1965",,"Radisav ?ur?i?September 26, 1965"
Raef LaFrentz,1999,2008,F-C,6’11,240,"May 29, 1976",Kansas,"Raef LaFrentzMay 29, 1976"
Rafael Addison,1987,1997,F-G,6’7,215,July 22 1964,Syracuse,Rafael AddisonJuly 22 1964
Rafael Araújo,2005,2007,C,6’11,280,"August 12, 1980",BYU,"Rafael AraújoAugust 12, 1980"
Rafer Alston,2000,2010,G,6’2,171,July 24 1976,Fresno State,Rafer AlstonJuly 24 1976
Raja Bell,2001,2012,G,6’5,204,September 19 1976,Boston University Florida International University,Raja BellSeptember 19 1976
Rajon Rondo,2007,2022,G,6’1,180,"February 22, 1986",Kentucky,"Rajon RondoFebruary 22, 1986"
Rakeem Christmas,2016,2017,F,6’9,250,"December 1, 1991",Syracuse,"Rakeem ChristmasDecember 1, 1991"
Ralph Beard,1950,1951,G,5’10,175,"December 2, 1927",Kentucky,"Ralph BeardDecember 2, 1927"
Ralph Davis,1961,1962,G,6’4,180,"September 7, 1938",Cincinnati,"Ralph DavisSeptember 7, 1938"
Ralph Drollinger,1981,1981,C,7’2,250,"April 20, 1954",UCLA,"Ralph DrollingerApril 20, 1954"
Ralph Hamilton,1949,1949,G-F,6’1,188,June 10 1921,Indiana,Ralph HamiltonJune 10 1921
Ralph Jackson,1985,1985,G,6’2,190,"October 26, 1962",UCLA,"Ralph JacksonOctober 26, 1962"
Ralph Johnson,1950,1953,G,5’11,170,"December 6, 1921",Huntington University,"Ralph JohnsonDecember 6, 1921"
Ralph Kaplowitz,1947,1948,G-F,6’2,170,"May 18, 1919",NYU,"Ralph KaplowitzMay 18, 1919"
Ralph Lewis,1988,1990,F-G,6’6,200,"March 28, 1963",La Salle,"Ralph LewisMarch 28, 1963"
Ralph O'Brien,1952,1953,G,5’9,160,"April 8, 1928",Butler,"Ralph O'BrienApril 8, 1928"
Ralph Ogden,1971,1971,F,6’5,205,"January 25, 1948",Santa Clara,"Ralph OgdenJanuary 25, 1948"
Ralph Polson,1953,1953,F-C,6’7,200,"October 26, 1929",Whitworth,"Ralph PolsonOctober 26, 1929"
Ralph Sampson,1984,1992,C-F,7’4,228,July 7 1960,Virginia,Ralph Sampson*July 7 1960
Ralph Siewert,1947,1947,C,7’1,230,"December 31, 1923",Dakota Wesleyan University,"Ralph SiewertDecember 31, 1923"
Ralph Simpson,1971,1980,G-F,6’5,200,"August 10, 1949",Michigan State,"Ralph SimpsonAugust 10, 1949"
Ralph Wells,1963,1963,G,6’1,180,"September 3, 1940",Northwestern,"Ralph WellsSeptember 3, 1940"
Ramón Rivas,1989,1989,F-C,6’10,260,June 3 1966,Temple,Ramón RivasJune 3 1966
Ramon Sessions,2008,2018,G,6’3,190,"April 11, 1986",Nevada,"Ramon SessionsApril 11, 1986"
Randell Jackson,1999,2000,F,6’11,215,"January 16, 1976",Florida State,"Randell JacksonJanuary 16, 1976"
Randolph Childress,1996,1997,G,6’2,188,September 21 1972,Wake Forest,Randolph ChildressSeptember 21 1972
Randolph Keys,1989,1996,F-G,6’7,195,"April 19, 1966",Southern Miss,"Randolph KeysApril 19, 1966"
Randolph Mahaffey,1968,1971,F,6’7,210,"September 28, 1945",Clemson,"Randolph MahaffeySeptember 28, 1945"
Randolph Morris,2007,2010,C,6’10,266,"January 2, 1986",Kentucky,"Randolph MorrisJanuary 2, 1986"
Randy Allen,1989,1990,F,6’8,220,"January 26, 1965",Florida State,"Randy AllenJanuary 26, 1965"
Randy Breuer,1984,1994,C,7’3,230,"October 11, 1960",Minnesota,"Randy BreuerOctober 11, 1960"
Randy Brown,1992,2003,G,6’2,190,"May 22, 1968",Houston New Mexico State,"Randy BrownMay 22, 1968"
Randy Denton,1972,1977,C,6’10,240,"February 18, 1949",Duke,"Randy DentonFebruary 18, 1949"
Randy Holcomb,2006,2006,F,6’9,225,"August 8, 1979",Fresno State San Diego State,"Randy HolcombAugust 8, 1979"
Randy Livingston,1997,2007,G,6’4,209,"April 2, 1975",LSU,"Randy LivingstonApril 2, 1975"
Randy Smith,1972,1983,G-F,6’3,180,"December 12, 1948",Buffalo State,"Randy SmithDecember 12, 1948"
Randy Stoll,1968,1968,C,6’7,235,,Washington State,Randy Stoll
Randy White,1990,1994,F,6’8,240,"November 4, 1967",Louisiana Tech,"Randy WhiteNovember 4, 1967"
Randy Wittman,1984,1992,G-F,6’6,210,"October 28, 1959",Indiana,"Randy WittmanOctober 28, 1959"
Randy Woods,1993,1996,G,5’10,185,September 23 1970,La Salle,Randy WoodsSeptember 23 1970
Rashad McCants,2006,2009,G,6’4,207,"September 25, 1984",UNC,"Rashad McCantsSeptember 25, 1984"
Rashad Vaughn,2016,2018,G,6’6,202,"August 16, 1996",UNLV,"Rashad VaughnAugust 16, 1996"
Rashard Lewis,1999,2014,F,6’10,215,"August 8, 1979",,"Rashard LewisAugust 8, 1979"
Rasheed Wallace,1996,2013,F-C,6’10,225,September 17 1974,UNC,Rasheed WallaceSeptember 17 1974
Rasho Nesterovi?,1999,2010,C,7-0,248,"May 30, 1976",,"Rasho Nesterovi?May 30, 1976"
Rastko Cvetkovi?,1996,1996,C,7’1,260,June 22 1970,,Rastko Cvetkovi?June 22 1970
Rasual Butler,2003,2016,F-G,6’7,215,"May 23, 1979",La Salle,"Rasual ButlerMay 23, 1979"
Ratko Varda,2002,2002,C,7’1,260,"May 6, 1979",,"Ratko VardaMay 6, 1979"
Raül López,2004,2005,G,6’1,170,"April 15, 1980",,"Raül LópezApril 15, 1980"
Raul Neto,2016,2022,G,6’1,180,"May 19, 1992",,"Raul NetoMay 19, 1992"
Rawle Alkins,2019,2019,G,6’5,225,"October 29, 1997",Arizona,"Rawle AlkinsOctober 29, 1997"
Rawle Marshall,2006,2007,G-F,6’9,190,"February 20, 1982",Ball State University Oakland,"Rawle MarshallFebruary 20, 1982"
Ray Allen,1997,2014,G,6’5,205,July 20 1975,UConn,Ray Allen*July 20 1975
Ray Blume,1982,1982,G,6’4,185,September 23 1958,Oregon State,Ray BlumeSeptember 23 1958
Ray Corley,1950,1953,G,6’0,180,"January 14, 1928",Georgetown,"Ray CorleyJanuary 14, 1928"
Ray Ellefson,1949,1951,C,6’8,230,"November 18, 1922",West Texas A&M University,"Ray EllefsonNovember 18, 1922"
Ray Epps,1979,1979,F,6’6,195,"August 20, 1956",Norfolk State,"Ray EppsAugust 20, 1956"
Ray Kuka,1948,1949,F,6’3,200,"February 17, 1922",Notre Dame,"Ray KukaFebruary 17, 1922"
Ray Lumpp,1949,1953,G,6’1,178,July 11 1923,NYU,Ray LumppJuly 11 1923
Ray McCallum,2014,2016,G,6’3,190,June 12 1991,Detroit Mercy,Ray McCallumJune 12 1991
Ray Owes,1997,1997,F,6’9,224,"December 11, 1972",Arizona,"Ray OwesDecember 11, 1972"
Ray Radziszewski,1958,1958,F,6’5,210,"March 1, 1935",Saint Joseph's,"Ray RadziszewskiMarch 1, 1935"
Ray Ragelis,1952,1952,F,6’4,205,"December 10, 1928",Northwestern,"Ray RagelisDecember 10, 1928"
Ray Ramsey,1949,1949,G-F,6’2,165,July 18 1921,Bradley,Ray RamseyJuly 18 1921
Ray Scott,1962,1972,F-C,6’9,215,July 12 1938,University of Portland,Ray ScottJuly 12 1938
Ray Spalding,2019,2021,F,6’10,215,"March 11, 1997",Louisville,"Ray SpaldingMarch 11, 1997"
Ray Tolbert,1982,1989,F,6’9,225,September 10 1958,Indiana,Ray TolbertSeptember 10 1958
Ray Wertis,1947,1948,G,5’11,,July 30 1923,St. John's,Ray WertisJuly 30 1923
Ray Williams,1978,1987,G,6’3,188,"October 14, 1954",Minnesota,"Ray WilliamsOctober 14, 1954"
Rayjon Tucker,2020,2022,F,6’3,209,"September 24, 1997",Florida Gulf Coast Little Rock,"Rayjon TuckerSeptember 24, 1997"
Raymond Brown,1990,1990,F,6’8,220,July 5 1965,Mississippi State Idaho,Raymond BrownJuly 5 1965
Raymond Townsend,1979,1982,G,6’3,175,"December 20, 1955",UCLA,"Raymond TownsendDecember 20, 1955"
Red Davis,1956,1956,C,6’7,220,"April 22, 1932",St. John's,"Red DavisApril 22, 1932"
Red Dehnert,1947,1947,F,6’3,175,"January 24, 1924",Columbia University,"Red DehnertJanuary 24, 1924"
Red Holzman,1949,1954,G,5’10,175,"August 10, 1920",City College of New York,"Red Holzman*August 10, 1920"
Red Kerr,1955,1966,C-F,6’9,230,July 17 1932,Illinois,Red KerrJuly 17 1932
Red Mihalik,1947,1947,G,6’0,180,September 22 1916,,Red MihalikSeptember 22 1916
Red Morrison,1955,1958,F-C,6’8,220,"April 26, 1932",Idaho,"Red MorrisonApril 26, 1932"
Red Owens,1950,1952,G-F,6’3,185,"September 2, 1925",Baylor,"Red OwensSeptember 2, 1925"
Red Robbins,1968,1975,F-C,6’8,190,"September 30, 1944",Tennessee,"Red RobbinsSeptember 30, 1944"
Red Rocha,1948,1957,C-F,6’9,185,September 18 1923,Oregon State,Red RochaSeptember 18 1923
Red Stroud,1968,1968,G,6’0,160,"May 2, 1941",Mississippi State,"Red StroudMay 2, 1941"
Red Wallace,1947,1947,G,6’1,185,July 12 1918,University of Scranton,Red WallaceJuly 12 1918
Reece Gaines,2004,2006,G,6’6,205,"January 7, 1981",Louisville,"Reece GainesJanuary 7, 1981"
Reggie Bullock,2014,2022,G-F,6’6,205,"March 16, 1991",UNC,"Reggie BullockMarch 16, 1991"
Reggie Carter,1981,1982,G,6’3,175,"October 10, 1957",Hawaii St. John's,"Reggie CarterOctober 10, 1957"
Reggie Evans,2003,2015,F,6’8,245,"May 18, 1980",Iowa,"Reggie EvansMay 18, 1980"
Reggie Geary,1997,1998,G,6’2,187,"August 31, 1973",Arizona,"Reggie GearyAugust 31, 1973"
Reggie Hanson,1998,1998,F,6’8,195,"October 6, 1968",Kentucky,"Reggie HansonOctober 6, 1968"
Reggie Harding,1964,1968,C,7-0,249,"May 4, 1942",,"Reggie HardingMay 4, 1942"
Reggie Hearn,2018,2018,G,6’5,210,"August 14, 1991",Northwestern,"Reggie HearnAugust 14, 1991"
Reggie Jackson,2012,2022,G,6’2,208,"April 16, 1990",Boston College,"Reggie JacksonApril 16, 1990"
Reggie Johnson,1981,1984,F-C,6’9,205,June 25 1957,Tennessee,Reggie JohnsonJune 25 1957
Reggie Jordan,1994,2000,G,6’4,195,"January 26, 1968",New Mexico State,"Reggie JordanJanuary 26, 1968"
Reggie King,1980,1985,F,6’6,225,"February 14, 1957",Alabama,"Reggie KingFebruary 14, 1957"
Reggie Lacefield,1969,1969,G-F,6’5,230,"April 10, 1945",Western Michigan,"Reggie LacefieldApril 10, 1945"
Reggie Lewis,1988,1993,G-F,6’7,195,"November 21, 1965",Northeastern University,"Reggie LewisNovember 21, 1965"
Reggie Miller,1988,2005,G-F,6’7,185,"August 24, 1965",UCLA,"Reggie Miller*August 24, 1965"
Reggie Perry,2021,2022,F-C,6’8,250,"March 21, 2000",Mississippi State,"Reggie PerryMarch 21, 2000"
Reggie Royals,1975,1975,C,6’10,200,September 18 1950,Florida State,Reggie RoyalsSeptember 18 1950
Reggie Slater,1995,2003,F,6’7,215,"August 27, 1970",Wyoming,"Reggie SlaterAugust 27, 1970"
Reggie Smith,1993,1994,C,6’10,240,"August 21, 1970",TCU,"Reggie SmithAugust 21, 1970"
Reggie Theus,1979,1991,G,6’7,190,"October 13, 1957",UNLV,"Reggie TheusOctober 13, 1957"
Reggie Williams,1988,1997,F-G,6’7,190,"March 5, 1964",Georgetown,"Reggie WilliamsMarch 5, 1964"
Reggie Williams,2010,2017,F,6’6,205,September 14 1986,Virginia Military Institute,Reggie WilliamsSeptember 14 1986
Renaldo Balkman,2007,2012,F,6’8,208,July 14 1984,South Carolina,Renaldo BalkmanJuly 14 1984
Renaldo Major,2007,2007,F,6’7,200,"May 7, 1982",South Plains College Fresno State,"Renaldo MajorMay 7, 1982"
Rex Chapman,1989,2000,G,6’4,185,"October 5, 1967",Kentucky,"Rex ChapmanOctober 5, 1967"
Rex Morgan,1971,1972,G,6’5,190,"October 27, 1948",Jacksonville University,"Rex MorganOctober 27, 1948"
Rex Walters,1994,2000,G,6’4,190,"March 12, 1970",Northwestern Kansas,"Rex WaltersMarch 12, 1970"
Rich Dumas,1969,1969,G,6’3,170,"April 21, 1944",Northeastern State University,"Rich DumasApril 21, 1944"
Rich Eichhorst,1962,1962,G,6’3,200,"October 21, 1933",SE Missouri State,"Rich EichhorstOctober 21, 1933"
Rich Johnson,1969,1971,C,6’7,210,"December 18, 1946",Grambling State University,"Rich JohnsonDecember 18, 1946"
Rich Jones,1970,1977,F-C,6’6,220,"December 27, 1946",Memphis,"Rich JonesDecember 27, 1946"
Rich Kelley,1976,1986,C-F,7-0,235,"March 23, 1953",Stanford,"Rich KelleyMarch 23, 1953"
Rich King,1992,1995,C,7’2,260,"April 4, 1969",Nebraska,"Rich KingApril 4, 1969"
Rich Laurel,1978,1978,G,6’6,190,July 11 1954,Hofstra,Rich LaurelJuly 11 1954
Rich Manning,1996,1997,C,6’11,253,June 23 1970,Syracuse Washington,Rich ManningJune 23 1970
Rich Niemann,1969,1972,C,7-0,245,July 2 1946,Saint Louis,Rich NiemannJuly 2 1946
Rich Peek,1968,1968,C,6’11,230,"October 28, 1943",Florida Louisiana Tech,"Rich PeekOctober 28, 1943"
Rich Rinaldi,1972,1974,G,6’3,195,"August 3, 1949",Saint Peter's College,"Rich RinaldiAugust 3, 1949"
Rich Yonakor,1982,1982,F,6’9,220,"October 3, 1958",UNC,"Rich YonakorOctober 3, 1958"
Richard Anderson,1983,1990,F-C,6’10,240,"November 19, 1960",UC Santa Barbara,"Richard AndersonNovember 19, 1960"
Richard Clark,1968,1969,G,6’4,190,"January 5, 1944",Eastern Kentucky University,"Richard ClarkJanuary 5, 1944"
Richard Coffey,1991,1991,F,6’6,212,"September 2, 1965",Minnesota,"Richard CoffeySeptember 2, 1965"
